id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
7158,65,104050,13622,447,50,229,15,166,26,135,12,0.54
7203,49,72938,7240,324,18,93,5,32,0,12,0,0.3
6391,56,75732,11800,255,26,81,4,59,2,42,2,0.42
6080,59,60875,13339,126,73,56,24,205,25,172,16,0.67
7166,30,106483,30186,322,34,42,12,142,29,92,27,0.8
6408,334,3652,1035,0,0,0,0,9,0,7,0,0.97
7164,63,86931,11727,415,39,159,6,85,7,33,1,0.47
7090,27,59227,9709,121,46,47,5,20,3,18,2,0.85
3469,11,17992,0,27,0,9,0,56,0,47,0,0.53
7165,32,127354,22553,229,86,69,6,68,21,49,18,0.57
7162,71,135777,17083,285,17,84,4,58,0,45,0,0.2
6477,32,5245,13007,8,45,4,12,27,53,21,41,0.86
7202,8,15625,0,61,0,17,0,12,0,12,0,0.48
4846,56,52020,10632,461,73,145,12,34,12,21,10,0.78
6475,42,20674,14340,34,85,6,41,26,80,11,76,0.3
6387,54,23747,26869,43,180,20,54,96,54,77,26,0.77
5655,17,77326,17201,126,40,31,2,58,27,37,19,0.51
7163,44,117504,27175,536,147,187,39,201,77,138,43,0.37
7161,26,28269,11621,193,59,71,13,40,46,25,35,0.64
6388,62,63395,13683,379,69,128,24,331,48,313,43,0.19
6531,51,222799,30384,631,159,202,42,66,17,47,9,0.37
2870,1,0,0,0,0,0,0,0,0,0,0,1
7218,12,22565,0,115,0,26,0,52,0,47,0,0.96
7167,28,109248,34372,496,149,228,56,149,20,96,9,0.54
6397,55,9215,7523,37,48,22,21,19,28,12,25,0.75
7160,25,131505,15340,603,37,209,8,120,22,84,2,0.37
7204,21,103842,11308,364,27,120,3,51,2,25,2,-0.05
7159,39,66077,12861,195,31,59,9,41,5,16,1,0.7
