id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
6484,64,101681,28932,339,115,92,14,152,39,116,28,0.6
6452,98,41893,13222,224,69,76,15,78,16,65,10,0.68
7211,49,113283,32324,369,169,123,43,123,44,90,44,0.65
6401,64,51057,7655,110,7,28,0,75,7,51,4,0.76
6613,26,90648,16954,379,82,202,39,133,49,87,18,0.89
6408,334,72584,27402,132,290,82,87,390,35,358,33,0.49
5687,64,44905,11837,385,45,154,40,53,2,52,1,0.86
6172,168,28348,10766,87,53,23,5,107,44,88,28,0.84
4046,95,155825,56626,220,164,71,21,222,82,127,71,0.73
5484,10,22513,0,53,0,12,0,3,0,1,0,0.28
5014,16,34242,5838,177,24,77,13,37,4,25,4,0.58
6424,61,32770,27495,55,89,17,40,56,38,37,26,0.51
6421,102,58361,42242,149,203,75,73,86,172,58,134,0.67
5148,24,29351,0,53,0,18,0,67,0,41,0,0.97
3631,84,87051,14085,423,59,112,10,159,22,101,20,0.4
7248,6,629,9047,0,13,0,0,6,6,4,4,0.61
4338,69,107826,35919,541,166,137,26,161,53,85,27,0.71
6415,96,75211,24972,292,149,46,13,67,14,40,13,0.43
6481,181,93201,15328,106,46,38,4,240,51,167,17,0.44
7220,29,45173,8057,92,28,30,13,156,16,107,15,0.93
6462,119,197872,25819,718,123,239,28,143,22,122,16,0.56
2514,32,66641,15810,189,104,58,34,91,29,66,29,0.55
2285,15,743,18371,1,150,1,43,0,15,0,15,1
6485,132,70952,9362,363,44,188,19,145,21,91,19,0.48
6612,165,130529,21316,190,140,57,13,206,42,119,17,0.8
6024,28,64578,20041,394,111,149,26,212,39,145,28,0.9
7097,39,101552,26504,578,132,269,64,159,38,100,27,0.87
2377,37,88333,33509,285,142,90,69,95,21,80,19,0.77
5113,5,5,0,0,0,0,0,0,0,0,0,1
6479,48,139430,14154,661,79,189,29,222,15,159,6,0.67
3395,27,85909,24765,397,113,179,63,139,19,70,12,0.66
3695,8,11544,0,42,0,24,0,9,0,4,0,0.08
5090,41,154789,17233,237,32,67,9,76,29,64,28,0.56
5859,1,0,0,0,0,0,0,0,0,0,0,1
