id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
5013,94,258463,28286,851,93,329,27,533,41,403,32,0.67
5815,69,180179,19015,386,36,217,32,132,3,111,3,0.7
5473,134,238035,31010,803,87,181,21,164,10,133,7,0.85
3336,52,68108,3468,139,15,59,4,167,0,145,0,0.52
6363,16,46639,6271,38,17,13,14,51,2,45,2,0.8
5025,32,45072,0,265,0,64,0,120,0,105,0,0.93
6362,71,92424,15761,58,24,30,22,174,6,144,6,0.82
6355,18,58336,0,111,0,52,0,152,0,134,0,0.71
6365,17,25988,0,38,0,12,0,22,0,17,0,0.83
6453,150,234977,17383,292,15,104,5,113,37,98,36,0.73
6519,48,175795,0,885,0,262,0,52,0,49,0,0.54
3859,23,47762,0,236,0,122,0,38,0,37,0,0.69
5647,68,244952,31432,857,103,164,42,90,2,57,2,0.86
6364,32,20610,2777,88,2,56,1,5,0,5,0,0.81
6103,22,100895,0,651,0,263,0,91,0,72,0,0.5
4046,47,134903,20716,303,39,120,26,183,5,156,5,0.8
6402,49,120666,0,350,0,110,0,180,0,167,0,0.49
4029,4,13334,0,69,0,10,0,3,0,1,0,1.0
4305,6,9764,0,7,0,5,0,0,0,0,0,1
5817,76,134837,21125,436,100,65,21,274,9,222,5,0.53
5036,112,206863,39467,777,238,254,85,278,16,176,16,0.8
5012,140,350392,20481,1049,62,379,12,359,39,279,13,0.19
5824,17,32123,0,228,0,98,0,13,0,13,0,0.66
6379,18,25816,0,78,0,34,0,52,0,41,0,0.61
6356,166,463798,30126,2053,124,686,33,853,90,688,81,0.24
6359,114,121456,25585,164,51,100,21,64,21,63,21,0.81
6615,14,5,0,0,0,0,0,0,0,0,0,1
6381,106,189024,7502,275,10,143,0,363,1,323,1,0.87
5806,28,105031,0,553,0,113,0,213,0,194,0,0.16
6360,51,155865,17034,405,98,111,23,432,48,357,39,0.41
5023,110,248893,4810,541,28,319,16,295,3,163,0,0.87
6466,82,131730,32094,365,76,175,43,166,70,129,52,0.8
5628,100,240183,16790,268,36,91,17,239,5,202,5,0.83
1182,20,58153,0,35,0,5,0,90,0,77,0,0.74
6367,56,280729,31149,986,161,395,40,119,18,82,12,0.78
6358,30,50023,6029,111,39,56,33,13,6,12,6,0.89
5299,32,83085,0,490,0,311,0,89,0,82,0,0.57
5038,85,150675,1568,43,0,31,0,230,1,166,1,0.72
4051,19,56865,0,222,0,96,0,106,0,104,0,0.62
6357,11,10891,0,29,0,10,0,8,0,8,0,0.66
6483,40,58762,0,155,0,17,0,77,0,61,0,0.93
6361,11,33182,0,56,0,20,0,10,0,8,0,0.47
5850,32,188581,0,699,0,255,0,257,0,208,0,0.76
5041,63,240835,26127,474,57,108,22,187,7,154,4,0.76
6464,36,146465,14391,238,29,70,6,166,18,133,18,0.46
