id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
6450,47,125627,0,221,0,166,0,106,0,103,0,0.7
6436,45,78421,57054,374,411,170,209,84,19,62,17,0.78
6432,84,173959,23141,472,126,138,46,228,47,173,9,0.61
6582,9,36114,0,98,0,41,0,60,0,52,0,0.92
6439,144,322670,37589,883,126,401,45,408,12,378,5,0.6
6434,133,431967,30165,3312,205,1178,72,647,31,504,22,0.42
5167,130,233484,29912,606,143,197,32,212,36,144,29,0.61
6427,111,345765,34345,665,81,319,39,305,23,243,13,0.64
6426,28,87342,25134,52,64,36,20,97,44,79,40,0.49
4444,4,0,0,0,0,0,0,0,0,0,0,1
6522,29,157684,0,472,0,192,0,103,0,83,0,0.58
5179,81,315440,35490,1193,108,324,31,257,14,212,13,0.52
6429,56,115284,12919,177,58,101,41,40,5,34,1,0.75
2228,86,341855,41469,822,159,262,77,297,15,222,10,0.68
6465,9,41152,0,200,0,115,0,49,0,36,0,0.5
1059,66,55,0,0,0,0,0,0,0,0,0,1
6425,72,166753,36680,735,230,425,102,202,47,186,45,0.69
6428,11,28750,0,8,0,5,0,31,0,24,0,0.53
6435,64,190155,33005,1047,191,419,123,578,77,533,64,0.65
6431,138,307468,7550,1169,62,460,14,787,12,680,5,0.62
5173,100,316616,74839,977,465,452,202,226,56,184,44,0.74
5159,27,113551,0,609,0,141,0,155,0,128,0,0.47
6430,48,166989,0,1558,0,907,0,173,0,123,0,0.34
6433,64,180987,26653,669,195,238,62,201,27,151,15,0.75
1338,80,241256,19100,732,63,211,20,229,24,179,20,0.5
6549,101,176917,31842,911,180,357,49,433,38,322,32,0.51
