87,2125,1648,2019-04-04 20:17:44
87,3068,1648,2019-04-04 21:11:44
87,4212,1652,2019-04-05 02:30:59
87,3979,1638,2019-04-05 23:34:55
87,4431,1650,2019-04-06 14:53:30
87,4001,1636,2019-04-06 22:54:03
87,4118,1654,2019-04-07 17:35:08
87,3746,1654,2019-04-07 19:03:04
87,3995,1636,2019-04-08 14:08:41
87,3055,1654,2019-04-08 19:19:17
87,4137,1638,2019-04-08 20:05:15
87,3426,1648,2019-04-08 20:35:12
87,3061,1654,2019-04-09 08:57:55
87,4129,1638,2019-04-09 10:10:15
87,4161,1638,2019-04-09 10:28:53
87,4123,1638,2019-04-09 10:34:37
87,4154,1638,2019-04-09 11:28:50
87,3072,1654,2019-04-09 14:31:03
87,4044,1639,2019-04-09 21:17:23
87,4139,1638,2019-04-10 13:25:39
87,2877,1654,2019-04-10 14:16:52
87,4027,1639,2019-04-10 15:36:34
87,3065,1654,2019-04-11 09:06:08
87,4138,1638,2019-04-11 10:16:46
87,4128,1638,2019-04-11 10:19:05
87,4140,1638,2019-04-11 11:15:02
87,4162,1638,2019-04-11 11:19:56
87,4127,1638,2019-04-11 11:23:52
87,4124,1638,2019-04-11 11:23:56
87,4130,1638,2019-04-11 11:26:53
87,4150,1638,2019-04-11 12:03:38
87,3119,1646,2019-04-11 16:43:50
87,4213,1652,2019-04-11 18:59:43
87,4226,1652,2019-04-11 19:37:14
87,4432,1650,2019-04-12 01:15:46
87,1193,1639,2019-04-12 10:57:39
87,4004,1636,2019-04-12 13:52:06
87,4066,1642,2019-04-12 13:53:14
87,4108,1654,2019-04-12 15:15:48
87,4059,1642,2019-04-12 15:58:09
87,4337,1652,2019-04-13 10:39:16
87,3135,1646,2019-04-13 12:02:18
87,2343,1648,2019-04-13 12:22:55
87,4469,1636,2019-04-13 13:17:43
87,4160,1638,2019-04-13 15:25:19
87,4144,1638,2019-04-13 15:37:22
87,3994,1636,2019-04-14 14:13:20
87,4028,1639,2019-04-14 18:50:18
87,4377,1650,2019-04-14 19:01:04
87,4026,1639,2019-04-15 05:00:25
87,4046,1639,2019-04-15 10:16:41
87,4367,1650,2019-04-15 10:46:53
87,1193,1654,2019-04-15 12:16:21
87,4153,1638,2019-04-15 13:10:15
87,4352,1650,2019-04-15 13:23:03
87,4057,1642,2019-04-15 14:05:02
87,4023,1639,2019-04-15 15:49:33
87,4102,1654,2019-04-15 17:03:42
87,4101,1654,2019-04-15 17:10:28
87,4327,1642,2019-04-15 17:12:29
87,4151,1638,2019-04-15 19:39:01
87,3113,1646,2019-04-15 19:45:25
87,4354,1650,2019-04-15 22:19:10
87,4171,1646,2019-04-15 22:37:40
87,4195,1654,2019-04-15 22:50:25
87,4175,1646,2019-04-16 00:59:52
87,4135,1638,2019-04-16 01:34:07
87,4117,1654,2019-04-16 06:23:18
87,4159,1638,2019-04-16 10:31:09
87,4258,1648,2019-04-16 10:38:06
87,4433,1648,2019-04-16 12:52:15
87,4389,1648,2019-04-16 19:13:31
87,4061,1642,2019-04-18 15:23:36
87,3986,1636,2019-04-22 14:03:39
87,3486,1654,2019-04-23 08:05:54
87,4146,1638,2019-04-23 09:58:56
87,4145,1638,2019-04-23 09:59:00
87,4194,1646,2019-04-23 17:36:06
87,1378,1648,2019-04-23 19:54:08
87,4254,1638,2019-04-24 20:21:51
87,4109,1654,2019-04-25 08:10:28
87,4443,1646,2019-04-25 16:12:32
87,4479,1646,2019-04-25 16:41:20
87,4042,1639,2019-04-27 12:26:25
87,4369,1650,2019-04-27 21:56:51
87,4384,1650,2019-05-03 11:31:30
87,4031,1639,2019-05-04 13:26:37
87,4106,1654,2019-05-04 15:35:54
87,4047,1639,2019-05-11 16:07:56
87,4007,1636,2019-05-15 20:16:40
87,4375,1650,2019-05-15 20:44:47
87,4170,1646,2019-05-20 09:35:12
87,4244,1652,2019-05-21 18:40:32
87,4312,1636,2019-05-27 18:59:08
87,4163,1638,2019-05-29 13:17:00
87,4033,1639,2019-06-23 20:37:16
87,4322,1642,2019-06-26 12:38:46
87,4062,1642,2019-06-26 14:37:27
87,4041,1639,2019-07-02 16:05:04
87,4246,1652,2019-07-07 16:43:11
87,4188,1646,2019-07-09 00:16:03
588,2535,1592,2019-03-21 11:30:13
588,4161,1593,2019-03-21 21:09:41
588,3980,1598,2019-03-21 21:47:16
588,4059,1601,2019-03-22 12:11:32
588,4057,1601,2019-03-22 18:26:18
588,3812,1594,2019-03-23 17:35:22
588,4001,1592,2019-03-23 22:35:33
588,4170,1594,2019-03-24 15:44:10
588,4137,1593,2019-03-25 16:13:38
588,4077,1601,2019-03-25 18:37:16
588,4066,1601,2019-03-25 19:16:34
588,4129,1593,2019-03-26 10:21:23
588,4123,1593,2019-03-26 10:50:51
588,3999,1592,2019-03-26 12:26:01
588,3119,1594,2019-03-26 17:05:55
588,4212,1611,2019-03-26 19:58:47
588,3068,1610,2019-03-26 21:29:10
588,4337,1611,2019-03-26 21:51:42
588,4215,1611,2019-03-27 13:36:32
588,3994,1592,2019-03-27 15:27:24
588,4258,1610,2019-03-28 01:27:12
588,4140,1593,2019-03-28 10:17:25
588,4244,1611,2019-03-28 10:30:56
588,4254,1593,2019-03-28 10:45:26
588,4132,1593,2019-03-28 10:49:12
588,4153,1593,2019-03-28 10:49:23
588,4145,1593,2019-03-28 10:49:53
588,4159,1593,2019-03-28 11:02:45
588,4125,1593,2019-03-28 11:04:31
588,4146,1593,2019-03-28 11:17:40
588,4124,1593,2019-03-28 11:21:45
588,4149,1593,2019-03-28 11:23:14
588,4144,1593,2019-03-28 11:24:02
588,4138,1593,2019-03-28 11:25:19
588,4154,1593,2019-03-28 11:32:34
588,4151,1593,2019-03-28 11:33:19
588,4126,1593,2019-03-28 11:41:47
588,4152,1593,2019-03-28 12:16:56
588,3426,1610,2019-03-28 13:20:23
588,4443,1594,2019-03-28 16:12:33
588,4213,1611,2019-03-28 18:05:02
588,4206,1611,2019-03-28 18:33:23
588,4219,1611,2019-03-28 18:35:02
588,4207,1611,2019-03-28 19:04:10
588,4210,1611,2019-03-28 19:16:45
588,4225,1611,2019-03-28 19:17:00
588,4246,1611,2019-03-28 19:46:28
588,4216,1611,2019-03-28 22:30:59
588,4131,1593,2019-03-28 23:04:14
588,4236,1611,2019-03-28 23:46:12
588,4235,1611,2019-03-29 11:42:02
588,4160,1593,2019-03-29 19:08:06
588,4135,1593,2019-03-30 02:07:16
588,4060,1601,2019-03-30 02:25:42
588,2343,1610,2019-03-30 13:42:29
588,4209,1611,2019-03-30 13:47:47
588,3506,1611,2019-03-30 16:02:21
588,4085,1601,2019-03-30 19:34:26
588,2125,1610,2019-03-31 09:00:23
588,3995,1592,2019-03-31 14:58:47
588,4227,1611,2019-03-31 17:28:47
588,4232,1611,2019-03-31 18:00:40
588,4150,1593,2019-03-31 19:10:17
588,4004,1592,2019-03-31 19:11:40
588,4155,1593,2019-03-31 21:44:46
588,4083,1601,2019-03-31 22:20:24
588,3986,1592,2019-04-01 14:31:24
588,4344,1601,2019-04-01 14:35:00
588,4143,1593,2019-04-01 15:07:42
588,4490,1592,2019-04-01 15:29:53
588,4127,1593,2019-04-01 16:26:08
588,3113,1594,2019-04-01 18:33:36
588,4229,1611,2019-04-01 22:06:12
588,4233,1611,2019-04-01 23:42:32
588,4228,1611,2019-04-02 03:33:28
588,4208,1611,2019-04-02 10:00:47
588,4128,1593,2019-04-02 12:28:49
588,4267,1610,2019-04-02 12:37:04
588,4173,1594,2019-04-02 15:52:25
588,4264,1610,2019-04-02 17:24:48
588,4389,1610,2019-04-02 19:23:25
588,4226,1611,2019-04-02 19:48:26
588,4477,1593,2019-04-03 01:17:10
588,4080,1601,2019-04-03 18:22:38
588,1378,1610,2019-04-03 23:44:51
588,3621,1611,2019-04-04 14:54:08
588,4171,1594,2019-04-04 16:19:04
588,4172,1594,2019-04-04 16:49:17
588,4224,1611,2019-04-04 17:58:14
588,4231,1611,2019-04-04 18:02:55
588,4211,1611,2019-04-04 18:27:14
588,4238,1611,2019-04-04 18:50:52
588,3979,1593,2019-04-07 14:37:53
588,4476,1593,2019-04-08 20:28:23
588,4130,1593,2019-04-09 11:36:04
588,4175,1594,2019-04-10 20:36:40
588,4139,1593,2019-04-10 22:35:30
588,4162,1593,2019-04-11 18:32:06
588,4501,1594,2019-04-12 18:01:54
588,4061,1601,2019-04-13 11:11:51
588,3993,1592,2019-04-14 10:27:32
588,4469,1592,2019-04-14 19:57:30
588,4230,1611,2019-04-23 18:08:07
588,4163,1593,2019-04-24 13:29:25
588,4079,1601,2019-04-26 23:19:28
588,4429,1594,2019-04-28 13:26:39
588,4188,1594,2019-05-15 18:13:37
588,4312,1592,2019-05-27 08:01:33
588,4322,1601,2019-06-26 12:34:31
588,4062,1601,2019-06-26 15:15:13
588,3858,1594,2019-06-30 10:49:37
651,2125,1648,2019-04-04 20:36:56
651,3068,1648,2019-04-04 21:03:49
651,4001,1636,2019-04-04 22:49:01
651,4212,1652,2019-04-05 02:34:02
651,3979,1638,2019-04-05 23:31:43
651,4431,1650,2019-04-06 15:21:08
651,4129,1638,2019-04-06 18:03:26
651,4118,1654,2019-04-07 17:29:27
651,3746,1654,2019-04-07 19:02:47
651,4258,1648,2019-04-08 12:13:09
651,3995,1636,2019-04-08 14:01:00
651,3055,1654,2019-04-08 19:06:14
651,4137,1638,2019-04-08 19:43:57
651,3426,1648,2019-04-08 20:27:38
651,3061,1654,2019-04-09 08:56:08
651,4161,1638,2019-04-09 10:27:36
651,4123,1638,2019-04-09 10:29:46
651,4154,1638,2019-04-09 11:17:30
651,4128,1638,2019-04-09 13:11:41
651,4183,1646,2019-04-09 16:33:52
651,3119,1646,2019-04-09 17:03:45
651,4337,1652,2019-04-10 10:32:28
651,2877,1654,2019-04-10 14:06:26
651,4004,1636,2019-04-10 14:10:16
651,4027,1639,2019-04-10 15:28:31
651,4139,1638,2019-04-10 22:43:27
651,4138,1638,2019-04-11 10:09:16
651,4127,1638,2019-04-11 11:09:03
651,4140,1638,2019-04-11 11:10:22
651,4124,1638,2019-04-11 11:11:22
651,4162,1638,2019-04-11 11:19:19
651,4130,1638,2019-04-11 11:19:33
651,4150,1638,2019-04-11 11:25:04
651,4476,1638,2019-04-11 12:22:21
651,3065,1654,2019-04-11 12:43:55
651,4155,1638,2019-04-11 13:33:50
651,4213,1652,2019-04-11 18:51:03
651,4230,1652,2019-04-11 19:15:14
651,4226,1652,2019-04-11 19:21:20
