id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
6484,0,133552,110583,414,310,124,67,220,79,176,57,0.69
6452,0,80832,38186,375,173,149,52,134,34,116,25,0.73
7211,0,168506,48296,529,285,185,69,137,68,99,68,0.65
6401,0,51889,7655,113,7,29,0,76,7,51,4,0.75
6613,0,159314,42244,723,295,318,84,277,85,197,51,0.85
6408,0,81069,52225,135,463,85,148,408,123,371,112,0.5
5687,14,56042,26796,423,57,166,44,93,48,87,30,0.88
7137,0,0,2904,0,25,0,10,0,20,0,20,1
6172,58,46862,31834,114,126,35,31,169,107,126,65,0.82
4046,53,167157,56626,256,164,79,21,236,82,140,71,0.73
5484,5,22513,0,53,0,12,0,3,0,1,0,0.28
5014,85,34242,5838,177,24,77,13,37,4,25,4,0.58
6424,0,50085,86271,93,369,32,102,86,81,57,60,0.56
6421,0,58790,61274,149,252,75,86,100,233,60,173,0.71
5148,18,29351,0,53,0,18,0,67,0,41,0,0.97
3631,75,139952,39370,607,183,182,30,210,85,136,59,0.42
7248,0,629,9047,0,13,0,0,6,6,4,4,0.61
4338,30,119276,35919,621,166,165,26,176,53,98,27,0.73
6415,0,132578,60828,434,424,105,86,157,54,104,37,0.54
6481,0,219021,36465,198,63,67,6,568,106,349,54,0.62
7220,0,50653,9419,95,28,33,13,170,16,119,15,0.94
6462,0,222526,67043,748,279,248,61,189,39,148,29,0.64
2514,0,67668,15810,189,104,58,34,92,29,67,29,0.54
2285,0,1414,18371,1,150,1,43,0,15,0,15,1
6485,0,75172,16779,379,115,194,44,149,29,94,27,0.49
6612,0,262371,41347,595,217,191,60,615,61,373,29,0.47
6024,10,116390,62676,624,489,217,140,297,148,211,122,0.9
7097,0,146705,64109,751,305,337,165,296,68,227,52,0.89
2377,0,102984,80993,290,413,93,182,138,146,114,131,0.83
5113,2,5,0,0,0,0,0,0,0,0,0,1
6479,0,163704,14154,763,79,202,29,280,15,192,6,0.63
3395,0,142284,54971,540,251,253,127,240,57,157,41,0.71
3695,3,11544,0,42,0,24,0,9,0,4,0,0.08
5090,0,251850,45679,639,173,195,47,635,85,552,75,0.92
5859,13,0,0,0,0,0,0,0,0,0,0,1
