id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
4194,3,122070,46515,570,297,136,65,159,19,89,7,0.74
6389,0,126602,49725,322,201,116,90,376,64,323,53,0.4
4518,66,80750,40937,376,189,68,19,43,22,17,5,0.6
4063,27,75098,36835,224,85,71,30,87,4,81,4,0.73
6395,0,174453,48667,724,278,395,130,188,33,168,30,0.62
6393,0,23820,7818,31,4,8,1,29,2,21,1,0.75
7098,0,241993,70027,1521,434,301,89,464,92,355,76,0.75
6384,0,17445,0,47,0,10,0,74,0,65,0,0.75
3631,75,0,0,0,0,0,0,0,0,0,0,1
7115,0,55729,16678,111,75,51,39,65,1,49,1,0.82
4773,0,34992,28340,148,111,42,26,20,7,20,6,0.4
4777,0,19002,34524,75,123,13,61,9,5,7,5,0.65
7193,0,155565,22338,415,75,89,16,75,7,51,4,0.69
4178,0,32336,5096,205,25,12,5,15,2,13,2,0.59
2993,0,11006,2855,3,40,0,12,13,7,10,7,0.19
4181,1,72123,56311,353,294,139,131,136,34,85,23,0.86
7215,0,19726,0,221,0,107,0,15,0,11,0,0.88
7114,0,168423,31011,709,81,169,4,164,19,133,9,0.57
