id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
7155,0,114741,29495,454,223,142,50,75,59,49,38,0.45
4386,0,0,0,0,0,0,0,0,0,0,0,1
7150,0,0,0,0,0,0,0,0,0,0,0,1
7154,0,194668,47013,605,116,192,37,542,193,441,170,0.5
7151,0,83538,57944,359,341,166,199,184,85,162,66,0.74
2950,24,95161,9260,183,71,60,8,27,10,24,3,0.51
4699,51,0,5025,0,16,0,9,0,15,0,14,1
3384,30,155000,43056,448,211,148,90,584,185,439,162,0.63
6071,44,128208,20970,674,145,286,49,77,11,45,3,0.73
4781,0,169412,35321,648,111,187,43,88,16,44,14,0.63
5816,23,140196,33054,473,158,163,56,256,38,213,26,0.57
7152,0,0,0,0,0,0,0,0,0,0,0,1
4051,0,443,0,0,0,0,0,2,0,1,0,0.0
3361,30,19900,0,154,0,60,0,43,0,42,0,0.51
7200,0,0,0,0,0,0,0,0,0,0,0,1
