id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
7144,0,86266,52837,184,330,100,158,189,83,137,64,0.54
7141,0,91075,28936,78,130,35,55,161,108,130,108,0.74
7209,0,17753,5639,62,45,36,18,4,6,2,6,0.74
6128,1,5657,0,19,0,1,0,0,0,0,0,1
6011,3,92993,49589,144,214,68,100,106,41,89,36,0.59
7237,0,160459,23787,516,212,245,56,149,17,122,17,0.65
7146,0,171328,43065,261,200,67,48,126,34,103,7,0.61
7192,0,96035,27596,174,136,86,80,152,10,119,8,0.92
6437,0,0,0,0,0,0,0,0,0,0,0,1
7140,0,1497,971,6,0,1,0,11,0,11,0,0.73
6108,30,14792,0,0,0,0,0,0,0,0,0,1
6141,20,17622,12276,29,9,10,9,47,0,42,0,0.94
7142,0,368450,58749,2033,339,539,73,526,121,325,70,0.55
5668,15,122202,72976,313,507,94,142,105,76,83,65,0.65
6086,14,58639,15042,135,0,50,0,142,52,94,52,0.76
6012,35,63804,13537,124,33,73,18,79,4,72,4,0.51
7186,0,138807,73976,303,361,185,127,160,36,118,29,0.78
7147,0,11024,0,13,0,5,0,35,0,32,0,0.86
7149,0,48384,13203,71,68,46,31,56,15,40,15,0.95
7148,0,134505,78556,624,430,294,145,497,505,432,499,0.65
6007,172,0,0,0,0,0,0,0,0,0,0,1
5604,3,167492,41945,358,213,216,69,174,31,131,24,0.83
2357,141,0,0,0,0,0,0,0,0,0,0,1
7168,0,106233,36423,428,179,141,71,115,26,74,14,0.83
6004,40,186539,59164,294,285,127,79,491,223,431,190,0.69
4339,0,191558,68381,847,330,266,107,1223,36,1183,31,0.64
4070,0,92463,20152,248,147,77,43,240,51,208,51,0.63
3765,0,66578,13085,242,71,103,14,24,1,13,0,0.63
7241,0,9125,8043,43,59,17,30,8,6,8,6,0.23
7143,0,135358,44612,496,439,216,118,366,89,314,68,0.46
5008,10,111205,27313,362,139,85,26,267,75,167,38,0.37
7169,0,255857,105789,1582,1121,709,345,364,137,291,130,0.69
