id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
7158,0,161572,40401,648,242,348,102,254,65,210,50,0.52
7203,0,72938,7240,324,18,93,5,32,0,12,0,0.3
6391,0,94951,19982,364,58,105,13,77,4,55,4,0.55
6080,9,81887,40831,139,165,63,49,299,72,247,58,0.75
7166,0,136019,51065,375,96,59,35,200,89,140,48,0.81
6408,0,53256,21687,104,78,29,28,110,52,100,45,0.76
7164,0,205983,34412,1270,208,461,53,128,40,54,25,0.54
7090,0,72307,14223,132,60,58,8,41,22,37,17,0.87
3469,73,17996,0,27,0,9,0,56,0,47,0,0.53
7165,0,236603,38147,514,150,150,27,142,33,98,26,0.69
7162,0,232220,46671,551,104,169,23,175,81,124,67,0.41
6477,0,5245,37548,8,239,4,79,27,131,21,105,0.86
7202,0,15625,0,61,0,17,0,12,0,12,0,0.48
4846,0,56193,10632,508,73,179,12,34,12,21,10,0.78
6475,0,20700,39079,34,253,6,77,26,147,11,121,0.3
6387,0,25068,57302,43,414,20,162,105,126,80,94,0.79
5655,17,137374,34703,282,135,82,18,101,49,75,29,0.55
7163,0,202740,60039,911,382,331,132,412,144,283,91,0.48
7161,0,89401,38074,338,248,118,66,723,108,672,70,0.93
6388,0,63395,39679,379,93,128,31,331,88,313,79,0.19
6612,0,0,10147,0,102,0,22,0,8,0,8,1
6531,0,450406,81922,1343,419,435,105,148,47,109,31,0.54
2870,0,0,0,0,0,0,0,0,0,0,0,1
7218,0,22565,0,115,0,26,0,52,0,47,0,0.96
7167,0,159176,59819,711,282,285,86,227,56,154,38,0.66
6397,0,9215,37796,37,169,22,63,19,88,12,69,0.75
7160,0,211523,62641,902,307,291,83,285,60,194,24,0.71
7204,0,228291,28273,647,69,197,18,119,13,65,12,0.3
7159,0,144054,38875,311,142,100,48,62,21,22,4,0.76
