id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
7562,20,35986,0,140,0,35,0,55,0,35,0,0.87
7682,42,41,26828,0,86,0,47,0,15,0,13,1
7563,54,217198,62019,803,298,373,128,92,47,55,34,0.49
7672,36,58589,7413,290,39,168,21,120,9,65,8,0.61
2964,22,34886,46002,48,168,7,42,89,24,40,19,0.39
6141,34,12744,3244,40,20,27,6,30,1,29,1,0.75
7673,41,185445,63101,848,328,394,163,147,39,94,31,0.6
6393,49,116831,55058,548,146,165,54,544,106,347,97,0.61
7697,53,48173,17468,161,133,72,63,48,58,42,55,0.53
7668,46,273741,30657,851,80,318,15,175,11,102,3,0.28
1059,130,529,0,0,0,0,0,0,0,0,0,1
6216,71,30770,4089,134,65,71,20,23,27,18,27,0.46
7566,28,198192,28137,680,158,266,39,167,35,120,3,0.41
7567,70,367820,71195,823,200,230,33,237,37,176,23,0.4
7571,27,156146,81427,577,467,192,176,141,74,95,50,0.43
7168,87,83650,38792,251,151,41,62,106,23,51,16,0.51
6388,118,123637,45559,888,393,248,110,227,52,156,45,0.29
7671,26,82254,63644,268,254,83,69,62,42,35,27,0.65
7570,49,94346,93349,226,604,87,173,45,49,33,41,0.71
7728,1,9077,0,28,0,12,0,1,0,0,0,0.88
4431,0,3970,0,16,0,8,0,1,0,1,0,0.02
7685,71,252234,35490,967,123,383,30,379,66,300,38,0.44
7569,85,227703,29970,931,199,404,54,381,40,309,25,0.53
7633,14,15879,0,83,0,17,0,15,0,15,0,0.49
7564,45,155171,62429,435,292,141,111,132,46,94,22,0.39
7206,26,71,0,3,0,1,0,0,0,0,0,1
7636,83,210479,27639,560,77,159,22,286,52,200,48,0.24
5113,23,94766,36100,297,109,159,23,236,24,172,15,0.42
7568,69,341652,64434,1656,457,561,124,520,130,428,77,0.39
7565,69,149490,58793,698,550,181,99,242,45,158,37,0.36
7669,5,13,0,0,0,0,0,0,0,0,0,1
6520,107,68509,17710,259,82,81,17,63,11,28,5,0.47
