id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
3558,3,0,0,0,0,0,0,0,0,0,0,1
7209,19,0,7908,0,55,0,43,0,4,0,4,1
6391,90,31313,0,114,0,72,0,4,0,3,0,0.16
7128,89,93250,50519,87,88,17,45,237,181,184,121,-2.33
5551,31,12169,6,35,0,0,0,18,0,18,0,0.97
3073,46,70517,4432,182,15,29,14,141,4,81,4,-18.42
7689,35,13173,14371,81,68,9,53,19,5,2,4,-124.67
6013,32,94007,41234,357,155,179,56,94,109,51,93,-66.24
6130,50,95400,8099,197,41,61,11,54,16,36,7,-16.72
6371,29,0,631,0,0,0,0,0,0,0,0,1
7133,97,39825,24794,86,104,39,22,85,84,62,48,0.55
6384,114,68113,20204,143,42,49,33,62,16,47,15,-31.93
5536,22,95210,37251,203,228,59,84,257,294,180,231,-47.62
7665,22,62966,29215,60,138,16,51,116,218,72,183,0.68
7578,94,96030,52634,101,203,61,78,131,47,91,42,-12.66
7561,51,146665,43731,431,217,95,90,226,105,194,103,-16.96
7666,29,75375,27205,131,9,22,2,192,41,125,33,-42.84
7115,129,59307,11577,127,67,59,18,37,0,30,0,-17.8
6318,41,98601,48938,284,183,117,79,87,74,60,68,-23.29
4773,57,25795,22452,79,40,29,8,2,14,1,14,0.98
1226,25,10863,0,25,0,21,0,37,0,28,0,0.94
7193,88,84386,15457,146,82,27,10,40,15,30,13,-86.04
7664,8,0,0,0,0,0,0,0,0,0,0,1
6258,6,0,4,0,0,0,0,0,0,0,0,1
7506,41,104964,44335,299,120,103,29,115,28,85,20,-9.95
3169,77,42335,44335,107,112,18,33,35,41,12,27,0.66
3607,16,71725,13180,247,27,78,5,134,12,66,8,-1.52
7690,34,183097,39490,433,74,82,13,196,81,148,67,-17.51
7558,35,109894,38355,252,173,99,60,245,75,199,52,-20.51
2549,45,18536,0,43,0,21,0,6,0,2,0,-60.65
4070,70,79815,30251,130,70,81,29,210,56,155,47,-0.75
4431,0,0,0,0,0,0,0,0,0,0,0,1
7505,44,63877,16145,652,93,214,29,100,15,68,12,-32.13
7215,43,73449,18703,466,70,171,37,43,10,17,5,-3.93
7221,49,1706,0,1,0,0,0,8,0,4,0,0.76
3404,7,5,0,0,0,0,0,0,0,0,0,1
7510,23,54167,21550,224,49,59,11,52,4,31,2,0.74
