id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
6484,34,108934,20562,331,33,203,14,197,14,156,14,0.93
6452,69,168966,3639,1126,55,515,14,237,0,203,0,-2.15
6458,130,430685,17836,1319,102,761,69,577,13,544,12,-2.85
6447,22,68041,2330,73,1,17,0,57,3,48,3,0.09
5405,9,4,0,0,0,0,0,0,0,0,0,1
6449,15,95557,6707,51,18,17,11,126,7,115,7,-3.15
6172,119,169195,10990,330,4,84,2,273,3,217,2,-0.93
6448,33,125359,9034,274,19,160,13,106,5,94,3,-2.41
4372,11,0,2547,0,0,0,0,0,0,0,0,1
6467,61,112109,21083,7,5,2,1,132,13,99,13,-1.08
6456,36,177506,3409,42,1,18,1,271,4,243,4,-0.61
6443,85,191723,26958,468,133,271,91,246,41,201,40,-1.69
3201,6,39,0,0,0,0,0,0,0,0,0,1
6459,38,136179,0,359,0,207,0,193,0,158,0,-2.42
6481,129,301907,5037,15,9,12,9,604,25,465,25,-1.02
6457,126,258642,14946,608,31,258,8,311,26,274,19,-1.04
6463,98,203567,3800,982,10,509,7,352,8,285,8,-1.2
6460,55,129012,6382,73,41,41,18,409,46,318,46,-2.8
6462,78,235064,20142,530,63,284,34,446,18,407,17,-1.93
6446,100,238070,17597,438,37,109,10,124,8,60,4,-2.16
6499,72,178399,16108,451,113,240,58,132,17,105,16,-1.29
6442,49,103363,0,371,0,90,0,67,0,61,0,-2.13
6461,69,131120,11733,536,51,232,28,82,10,62,9,-0.84
6451,30,104461,0,235,0,55,0,79,0,68,0,-2.19
6445,60,230014,17251,980,51,272,12,118,17,97,11,-0.39
6444,70,171543,14396,505,39,138,9,94,2,62,2,0.39
4202,35,46038,60055,358,389,89,101,31,37,31,28,0.68
