id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_erros_sintaticos_testes_listas,total_submissoes_listas,total_submissoes_incorretas_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_avaliacoes,total_submissoes_avaliacoes,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
6417,56,258479,38666,701,347,396,313,142,48,42,24,60098.05
6423,183,299821,26443,1786,473,1021,923,190,78,81,67,49930.23
6407,81,355542,22815,560,141,600,478,53,15,227,219,22599.92
6401,34,81620,11967,121,55,154,130,34,12,3,3,59354.48
6613,5,7,0,0,0,0,0,0,0,0,0,0
6418,71,89267,42964,252,123,71,44,166,103,59,51,12274.77
6408,202,215472,31030,241,166,944,913,182,132,91,91,45588.3
6414,98,319299,61823,891,413,370,324,368,122,128,113,45524.08
5133,32,133299,29348,263,104,142,124,166,65,24,19,58269.56
6151,90,243698,21694,456,164,135,89,125,28,25,5,51265.74
6409,50,166911,18045,314,99,308,264,11,11,0,0,73997.79
6420,118,365268,37055,1479,530,221,161,181,47,26,5,50450.44
5308,36,89449,22329,233,154,38,35,69,47,7,5,21566.14
6424,48,153297,10874,325,139,261,226,36,15,12,11,60760.28
6421,62,116580,27277,271,164,109,94,87,78,8,7,56303.54
6404,91,365665,24875,883,252,251,200,96,23,20,11,53855.85
5138,21,101159,5385,130,33,69,57,14,5,4,0,66697.85
5148,17,86644,2138,174,42,145,101,4,0,8,0,71213.95
1059,66,418,0,0,0,0,0,0,0,0,0,0
4338,26,38564,0,267,91,63,47,0,0,0,0,68421.84
6415,71,339979,56398,1354,551,204,179,246,133,30,24,55241.53
6422,108,246609,26094,1128,524,414,360,221,103,46,31,57159.08
6413,115,203054,52497,1021,358,296,250,385,208,24,24,49143.38
6412,35,194847,15863,193,71,328,279,26,9,60,55,39667.53
6110,65,252439,26458,372,181,350,296,66,39,30,29,43175.36
6004,9,17326,0,1,0,21,14,0,0,0,0,81285.18
6406,61,276925,49147,627,249,1007,910,213,38,240,206,45676.97
6411,72,277131,36713,1328,515,268,227,232,67,46,30,57218.67
6485,76,118841,4470,337,147,162,137,8,6,2,2,60896.7
6612,106,86668,27710,246,81,156,115,109,60,13,13,7828.26
5121,56,195438,16285,468,131,154,97,33,2,8,4,43433.24
6410,109,316719,37904,1021,478,241,130,143,51,10,7,68278.08
6419,7,1538,0,6,6,0,0,0,0,0,0,0
1060,8,208,0,0,0,0,0,0,0,0,0,0
6670,74,361177,43134,2110,729,490,437,311,146,23,17,10905.87
4483,7,2083,0,8,7,26,26,0,0,0,0,82320.01
6416,39,58303,0,76,42,84,46,0,0,0,0,59232.65
6479,8,14757,0,93,13,8,8,0,0,0,0,81109.64
