id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_erros_sintaticos_testes_listas,total_submissoes_listas,total_submissoes_incorretas_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_avaliacoes,total_submissoes_avaliacoes,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
5013,94,0,7190,0,0,0,0,32,8,13,11,0
6523,215,288096,23191,948,382,346,258,83,28,22,10,9998.59
6389,25,86527,0,41,11,187,172,0,0,0,0,1749.86
6400,3,155,0,0,0,2,0,0,0,0,0,77626.25
6336,92,262636,31876,815,275,347,271,139,74,34,12,13586.19
6391,14,42106,0,237,83,48,47,0,0,0,0,14737.39
6390,19,17354,4,116,37,53,48,0,0,0,0,59078.02
5812,21,104311,10539,146,63,95,76,19,9,8,5,14546.3
6368,84,160486,6978,65,24,224,184,1,1,20,20,10956.38
6488,64,123181,10510,408,184,406,374,14,12,21,19,12482.68
5837,75,226401,20792,624,160,179,134,64,11,10,6,11114.26
6350,76,229662,2532,66,41,397,357,17,17,7,7,12944.85
6395,58,199961,0,854,393,417,397,0,0,0,0,8862.0
6393,19,139235,5621,573,217,190,168,31,8,17,5,4735.33
6477,15,66153,603,105,54,30,26,1,0,0,0,916.37
6455,178,248380,21186,231,69,384,300,62,15,20,4,5656.01
5839,122,330038,27163,1015,221,313,226,78,4,20,7,12383.55
6216,23,3469,0,24,3,2,2,0,0,0,0,75878.27
6475,32,139387,100,344,106,131,92,0,0,0,0,1477.57
2618,122,691322,32373,1483,382,560,445,83,34,15,12,14003.87
6046,29,82585,0,216,93,58,53,0,0,0,0,12121.74
6387,29,88903,4101,218,97,117,80,18,17,0,0,1649.98
6382,132,279028,17630,1520,520,415,339,82,20,44,26,9034.42
6394,49,179430,19911,352,100,117,86,37,5,5,0,1705.05
6474,85,320965,25514,880,319,331,290,99,29,12,9,11560.02
6486,33,6990,0,0,0,0,0,0,0,0,0,0
6125,7,5353,0,18,5,0,0,0,0,0,0,0
6388,44,105284,1327,408,196,463,439,6,5,1,1,30934.99
6381,106,0,2512,0,0,0,0,0,0,0,0,0
5835,12,77850,2770,190,53,47,39,3,2,1,0,9391.5
6386,75,269209,16076,858,278,414,323,38,8,66,33,12802.58
6472,13,1139,0,1,0,0,0,0,0,0,0,0
6531,13,19367,3561,3,3,97,85,3,2,0,0,47270.01
6392,9,33,0,0,0,0,0,0,0,0,0,0
6397,42,71300,471,151,36,123,114,2,2,0,0,1701.19
6354,135,150402,12034,107,64,284,232,50,21,15,15,6050.24
6337,28,48266,0,265,107,58,55,0,0,0,0,17999.58
6520,82,105733,8312,612,254,141,133,42,21,5,5,14611.4
