id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
4719,16,27415,2297,271,34,66,17,146,7,119,7,0.51
4718,17,9051,1677,51,7,23,2,7,1,4,1,0.66
2831,12,38443,3714,194,24,70,0,37,2,33,2,0.2
4636,11,22486,6754,148,66,78,35,86,45,76,45,0.48
4783,14,0,0,0,0,0,0,0,0,0,0,1
4627,32,81281,2383,201,4,86,0,531,2,366,1,0.09
4720,13,37600,2271,366,13,364,5,69,2,60,1,0.31
4723,25,53568,6097,495,103,623,24,104,1,91,1,0.24
4674,60,0,0,0,0,0,0,0,0,0,0,1
4462,43,0,0,0,0,0,0,0,0,0,0,1
4863,10,42693,5747,115,18,41,3,36,0,29,0,0.27
4663,61,51240,2287,366,13,81,4,152,10,114,9,0.05
4624,35,55526,1301,390,0,121,0,393,2,330,0,0.17
4721,8,8782,1639,81,12,15,0,29,6,21,5,0.65
4662,14,18941,3507,74,19,37,2,19,16,15,16,0.42
2527,16,0,0,0,0,0,0,0,0,0,0,1
4657,36,62975,1669,488,3,160,0,179,5,120,5,0.1
4658,18,49567,1943,349,12,247,1,170,14,140,12,0.08
4722,12,19691,3871,128,36,77,14,47,17,43,16,0.97
4683,29,0,0,0,0,0,0,0,0,0,0,1
4625,17,44292,2570,176,30,147,15,130,27,110,26,0.24
1168,70,0,0,0,0,0,0,0,0,0,0,1
4660,19,51681,2322,309,16,197,2,84,0,70,0,0.08
3777,8,1535,0,10,0,2,0,1,0,0,0,0.01
4714,19,41278,2842,233,28,98,0,361,20,343,20,0.28
4680,28,0,0,0,0,0,0,0,0,0,0,1
4661,30,53001,2459,253,14,118,7,58,0,51,0,0.05
