id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
4014,110,38936,9552,166,93,77,15,64,29,59,29,0.38
4485,91,37998,6938,229,57,62,0,161,13,122,6,0.31
1178,7,0,3280,0,20,0,10,0,3,0,3,1
4496,72,6408,0,19,0,3,0,2,0,2,0,0.14
4002,105,0,0,0,0,0,0,0,0,0,0,1
3986,117,57585,11105,338,142,155,9,101,3,92,2,0.14
4009,158,20571,6536,78,52,35,4,89,27,79,27,0.14
4852,2,0,0,0,0,0,0,0,0,0,0,1
1719,6,10218,14500,82,143,41,29,17,35,11,35,0.42
3997,71,9653,0,24,0,3,0,2,0,2,0,0.14
4467,21,5883,0,39,0,28,0,8,0,7,0,0.48
4414,107,26601,10221,211,119,147,13,85,43,59,34,0.61
4622,21,42136,11987,429,112,154,20,49,6,35,5,0.56
1487,47,57856,5671,443,46,168,11,86,0,74,0,0.17
2338,38,16812,1108,167,5,63,5,81,2,63,2,0.36
4010,11,0,0,0,0,0,0,0,0,0,0,1
4012,152,10158,0,40,0,13,0,13,0,13,0,0.01
3998,168,32745,7012,154,62,84,5,62,6,39,6,0.38
3989,179,1072,0,8,0,6,0,6,0,6,0,-0.54
3465,35,1501,0,8,0,3,0,2,0,2,0,0.68
4338,6,2715,0,16,0,17,0,0,0,0,0,1
1150,7,37147,5318,249,36,331,3,63,10,56,9,0.17
1518,18,48118,10618,177,62,46,9,71,14,47,11,0.12
3508,21,73021,7311,485,22,139,1,142,0,122,0,0.2
2546,29,52073,7789,445,40,138,6,75,0,51,0,0.53
2125,323,67238,6030,172,14,42,1,143,4,121,2,0.04
3999,132,40410,6373,193,39,60,0,106,5,75,5,0.22
2634,25,24618,6750,105,38,47,6,29,13,23,13,0.67
4432,90,21115,6101,125,31,40,2,134,34,85,31,0.19
3993,110,58341,14792,187,78,103,10,42,7,28,6,0.15
4308,38,24306,11799,98,59,114,26,177,93,165,92,0.33
3987,100,29753,4966,125,32,65,4,75,3,22,3,0.71
