id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
4726,45,64234,14567,250,109,198,51,427,120,397,120,0.47
4686,52,43529,8915,187,23,67,9,94,8,85,8,0.25
2276,2,980,0,3,0,0,0,0,0,0,0,1
4670,26,32017,7745,190,97,73,24,74,6,70,4,0.74
4715,21,52146,6890,339,45,181,6,91,9,76,7,0.65
4709,36,46199,4929,423,19,271,3,140,1,131,1,0.23
4678,42,70297,5307,326,13,204,1,72,2,63,2,0.26
4665,48,90190,6037,452,21,178,1,114,7,91,7,0.24
4679,24,54056,6091,236,95,159,21,337,34,305,34,0.35
2321,20,31017,3351,151,12,65,0,27,9,15,7,0.33
4480,97,13374,0,29,0,15,0,4,0,3,0,0.1
4325,39,60660,6493,445,48,206,15,279,4,227,4,0.06
4710,41,68673,3084,276,17,166,0,68,0,37,0,0.5
4668,62,85177,5748,391,29,237,4,217,13,159,12,0.14
4732,33,80425,6742,549,25,237,3,470,32,452,31,0.38
4674,60,34527,5115,247,40,151,29,147,4,135,4,0.57
4847,30,779,0,0,0,1,0,0,0,0,0,1
4462,43,48487,9460,357,75,111,2,98,17,63,16,0.54
4834,24,7586,0,45,0,41,0,2,0,2,0,0.19
4685,15,28782,5546,161,24,201,18,39,1,31,1,0.92
4725,53,71646,15273,322,184,199,54,376,118,320,118,0.4
4682,43,35240,6035,255,35,127,2,292,19,263,15,0.6
4875,13,46181,2856,167,17,62,3,21,3,17,3,0.16
4713,14,21224,6534,83,35,21,11,26,3,21,2,0.42
4672,30,39186,6357,197,105,107,10,77,14,68,13,0.47
4264,92,48675,3868,258,32,18,0,42,11,30,10,0.22
4681,38,43092,6478,284,52,234,11,187,10,176,9,0.15
4689,21,45638,3940,101,34,26,6,115,16,84,14,0.07
4857,9,12576,6786,50,34,43,6,2,1,0,1,0.82
4669,48,56587,6644,338,38,172,6,179,19,154,19,0.23
4733,21,25988,5520,148,38,134,9,206,18,193,16,0.4
4706,44,56886,3253,318,40,105,0,44,0,32,0,0.07
4688,25,68110,7836,346,45,284,4,546,10,490,9,0.15
4676,54,55451,6877,306,51,191,5,353,50,309,49,0.39
4683,29,30957,6433,36,41,38,17,123,83,111,82,0.56
4667,34,56206,6442,262,27,131,8,110,2,90,2,0.35
4675,30,70468,4307,419,20,307,2,108,3,93,1,0.13
4265,83,27204,3042,97,10,46,5,32,0,25,0,0.59
1152,26,60550,5646,375,34,275,0,92,2,74,2,0.14
4712,50,48876,7152,416,97,273,49,190,15,175,15,0.54
4261,57,63318,8102,313,37,262,1,91,0,68,0,0.44
4687,37,57882,6308,579,67,354,14,283,80,246,80,0.23
4684,17,42199,4858,172,20,86,0,49,5,27,5,0.35
2015,27,36880,4006,183,55,76,0,77,21,74,21,0.45
4091,4,767,0,8,0,4,0,0,0,0,0,1
2636,35,4573,0,27,0,10,0,10,0,6,0,0.17
4671,46,63554,4853,380,19,188,1,87,1,77,0,0.07
4666,26,34174,6007,124,33,70,6,197,42,176,41,0.25
4821,23,28395,5225,216,37,97,4,67,1,49,1,0.34
4731,18,43313,5376,283,29,164,7,60,0,50,0,0.42
4673,19,38059,5953,132,31,153,9,139,3,130,2,0.83
4880,3,18914,0,97,0,76,0,7,0,6,0,0.93
4680,28,65222,7491,295,65,232,10,509,24,485,24,0.44
3106,40,39236,0,92,0,26,0,93,0,54,0,0.21
4677,43,53291,5827,203,35,169,17,122,7,104,7,0.24
4730,24,47143,14592,181,26,80,22,146,57,129,55,0.31
