id_aluno,logins,tamanho_logs_listas,tamanho_logs_avaliacoes,total_testes_listas,total_testes_avaliacoes,total_erros_sintaticos_testes_listas,total_erros_sintaticos_testes_avaliacoes,total_submissoes_listas,total_submissoes_avaliacoes,total_submissoes_incorretas_listas,total_submissoes_incorretas_avaliacoes,indice_procrastinacao_listas
4765,12,8901,6365,33,29,9,18,29,1,20,1,0.56
4756,8,15185,4015,61,17,40,6,7,4,7,3,0.43
4761,40,46273,4811,278,84,196,3,104,31,79,18,0.73
3627,3,3959,0,41,0,75,0,12,0,12,0,0.72
4844,6,2921,7338,7,59,1,21,11,80,11,79,0.93
4849,37,63154,3941,758,38,315,4,409,24,369,22,0.35
4480,97,31929,0,249,0,143,0,24,0,22,0,0.19
4848,20,16259,4779,43,19,15,19,86,9,75,9,0.99
4760,26,10177,11022,75,52,28,20,16,3,9,3,1.0
4779,6,5,0,0,0,0,0,0,0,0,0,1
4859,13,1990,6041,30,93,2,18,7,0,1,0,1.0
4860,3,8862,0,71,0,80,0,17,0,16,0,0.11
4770,41,61264,7838,396,53,341,5,209,9,170,3,0.41
4624,35,0,0,0,0,0,0,0,0,0,0,1
4766,13,20061,6937,123,48,108,10,27,10,22,10,0.53
4750,27,29130,6481,211,76,181,8,571,194,474,192,0.58
4773,26,37395,6787,93,52,44,4,100,3,89,2,0.51
4777,30,19147,11448,95,89,35,37,134,16,131,16,0.78
4887,3,14476,7267,51,62,40,10,41,11,40,10,1.0
4778,25,29811,8881,165,52,56,22,41,7,40,5,0.49
4771,17,7592,8186,62,65,64,31,134,101,122,101,0.52
4774,33,42784,5823,323,43,262,11,151,6,150,6,0.39
4754,8,12058,0,80,0,30,0,42,0,12,0,0.46
4755,15,0,0,0,0,0,0,0,0,0,0,1
4768,23,44091,6998,203,54,155,20,136,13,126,13,0.7
4757,16,18664,6558,34,52,39,29,65,15,58,15,0.99
4764,4,0,0,0,0,0,0,0,0,0,0,1
4753,16,8071,1264,16,7,17,6,37,5,28,5,0.55
1950,14,29785,0,224,0,64,0,297,0,269,0,0.48
4772,10,17363,5430,54,70,66,12,93,24,87,22,0.61
2861,17,18939,3952,119,44,55,9,37,19,28,19,0.91
4752,17,12125,3484,111,25,46,20,27,0,21,0,0.64
4843,22,23919,2183,72,42,21,26,23,1,19,1,0.83
4767,11,21038,1385,28,3,2,0,36,1,25,1,0.99
4769,43,36717,4167,442,72,219,8,244,5,213,5,0.39
4850,18,31341,11561,303,146,141,96,123,30,120,30,0.71
1168,70,0,0,0,0,0,0,0,0,0,0,1
4762,43,41007,8008,234,86,113,25,94,9,67,9,0.58
4749,19,39015,7848,384,160,162,22,79,10,70,10,0.54
4858,10,82344,10720,145,58,56,18,341,227,323,226,1.0
4758,23,27335,3421,129,18,64,1,44,2,30,2,0.53
4776,19,33719,7680,126,28,174,10,93,15,84,15,0.93
4759,46,39024,5205,289,61,173,5,70,15,44,15,0.43
4751,26,8088,8247,43,48,12,8,66,26,39,25,0.72
4763,20,31526,15919,303,87,137,57,105,34,103,33,0.47
3746,152,77384,5066,461,21,108,3,71,5,36,5,0.11
4845,13,14816,8738,32,52,12,7,56,4,48,4,1.0
